1|Mar 16, 2012 08:30:00.000000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp:ssl|117|47|32|192.168.229.254|192.168.202.79|443|46117|0x00000018||||
2|Mar 16, 2012 08:30:00.000000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp:ssl|269|199|32|192.168.202.79|192.168.229.254|46117|443|0x00000018||||
3|Mar 16, 2012 08:30:00.000000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp|70|0|32|192.168.202.79|192.168.229.251|50463|80|0x00000011||||
4|Mar 16, 2012 08:30:00.000000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp|70|0|32|192.168.229.254|192.168.202.79|443|46117|0x00000010||||
5|Mar 16, 2012 08:30:00.000000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp|78|0|40|192.168.202.79|192.168.229.251|50465|80|0x00000002||||
6|Mar 16, 2012 08:30:00.000000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp:nbss:smb|217|147|32|192.168.202.79|192.168.229.153|55173|445|0x00000018||||
7|Mar 16, 2012 08:30:00.000000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp|70|0|32|192.168.229.251|192.168.202.79|80|50463|0x00000010||||
8|Mar 16, 2012 08:30:00.000000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp:ssl|178|108|32|192.168.229.254|192.168.202.79|443|46117|0x00000018||||
9|Mar 16, 2012 08:30:00.000000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp|82|0|44|192.168.229.251|192.168.202.79|80|50465|0x00000012||||
10|Mar 16, 2012 08:30:00.000000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp:ssl|120|50|32|192.168.229.254|192.168.202.79|443|46117|0x00000018||||
11|Mar 16, 2012 08:30:00.000000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp:ssl|135|65|32|192.168.229.254|192.168.202.79|443|46117|0x00000018||||
12|Mar 16, 2012 08:30:00.000000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp:ssl|299|229|32|192.168.229.254|192.168.202.79|443|46117|0x00000018||||
13|Mar 16, 2012 08:30:00.000000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp:ssl|97|27|32|192.168.229.254|192.168.202.79|443|46117|0x00000018||||
14|Mar 16, 2012 08:30:00.000000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp|70|0|32|192.168.229.254|192.168.202.79|443|46117|0x00000019||||
15|Mar 16, 2012 08:30:00.000000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp:nbss:smb|109|39|32|192.168.229.153|192.168.202.79|445|55173|0x00000018||||
16|Mar 16, 2012 08:30:00.000000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp|70|0|32|192.168.202.79|192.168.229.251|50465|80|0x00000010||||
17|Mar 16, 2012 08:30:00.000000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp:http|236|166|32|192.168.202.79|192.168.229.251|50465|80|0x00000018||||
18|Mar 16, 2012 08:30:00.000000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp:nbss:smb|212|142|32|192.168.202.79|192.168.229.153|55173|445|0x00000018||||
19|Mar 16, 2012 08:30:00.000000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp:nbss:smb|109|39|32|192.168.229.153|192.168.202.79|445|55173|0x00000018||||
20|Mar 16, 2012 08:30:00.000000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp:http|284|214|32|192.168.229.251|192.168.202.79|80|50465|0x00000019||||
21|Mar 16, 2012 08:30:00.000000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp:ssl|97|27|32|192.168.202.79|192.168.229.254|46117|443|0x00000018||||
22|Mar 16, 2012 08:30:00.000000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp|70|0|32|192.168.202.79|192.168.229.254|46117|443|0x00000011||||
23|Mar 16, 2012 08:30:00.000000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp|70|0|32|192.168.229.254|192.168.202.79|443|46117|0x00000004||||
24|Mar 16, 2012 08:30:00.000000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp|78|0|40|192.168.202.79|192.168.229.254|46119|443|0x00000002||||
25|Mar 16, 2012 08:30:00.000000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp|78|0|40|192.168.229.254|192.168.202.79|443|46119|0x00000012||||
26|Mar 16, 2012 08:30:00.000000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp|70|0|32|192.168.202.79|192.168.229.254|46119|443|0x00000010||||
27|Mar 16, 2012 08:30:00.000000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp:ssl|202|132|32|192.168.202.79|192.168.229.254|46119|443|0x00000018||||
28|Mar 16, 2012 08:30:00.010000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp|70|0|32|192.168.229.254|192.168.202.79|443|46119|0x00000010||||
29|Mar 16, 2012 08:30:00.010000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp:ssl:pkcs-1:x509sat:x509sat:pkcs-1:pkcs-1|604|534|32|192.168.229.254|192.168.202.79|443|46119|0x00000018||||
30|Mar 16, 2012 08:30:00.010000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp|70|0|32|192.168.202.79|192.168.229.254|46119|443|0x00000010||||
31|Mar 16, 2012 08:30:00.010000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp:ssl|256|186|32|192.168.202.79|192.168.229.254|46119|443|0x00000018||||
32|Mar 16, 2012 08:30:00.010000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp|70|0|32|192.168.229.254|192.168.202.79|443|46119|0x00000010||||
33|Mar 16, 2012 08:30:00.010000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp:ssl|117|47|32|192.168.229.254|192.168.202.79|443|46119|0x00000018||||
34|Mar 16, 2012 08:30:00.010000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp:ssl|269|199|32|192.168.202.79|192.168.229.254|46119|443|0x00000018||||
35|Mar 16, 2012 08:30:00.010000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp:nbss:smb|212|142|32|192.168.202.79|192.168.229.153|55173|445|0x00000018||||
36|Mar 16, 2012 08:30:00.010000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp|70|0|32|192.168.229.254|192.168.202.79|443|46119|0x00000010||||
37|Mar 16, 2012 08:30:00.010000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp|70|0|32|192.168.202.79|192.168.229.251|50465|80|0x00000011||||
38|Mar 16, 2012 08:30:00.010000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp|78|0|40|192.168.202.79|192.168.229.251|50467|80|0x00000002||||
39|Mar 16, 2012 08:30:00.010000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp:ssl|178|108|32|192.168.229.254|192.168.202.79|443|46119|0x00000018||||
40|Mar 16, 2012 08:30:00.010000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp|70|0|32|192.168.229.251|192.168.202.79|80|50465|0x00000010||||
41|Mar 16, 2012 08:30:00.010000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp|82|0|44|192.168.229.251|192.168.202.79|80|50467|0x00000012||||
42|Mar 16, 2012 08:30:00.010000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp:nbss:smb|109|39|32|192.168.229.153|192.168.202.79|445|55173|0x00000018||||
43|Mar 16, 2012 08:30:00.010000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp:ssl|120|50|32|192.168.229.254|192.168.202.79|443|46119|0x00000018||||
44|Mar 16, 2012 08:30:00.010000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp:ssl|135|65|32|192.168.229.254|192.168.202.79|443|46119|0x00000018||||
45|Mar 16, 2012 08:30:00.010000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp:ssl|299|229|32|192.168.229.254|192.168.202.79|443|46119|0x00000018||||
46|Mar 16, 2012 08:30:00.010000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp:ssl|97|27|32|192.168.229.254|192.168.202.79|443|46119|0x00000018||||
47|Mar 16, 2012 08:30:00.010000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp|70|0|32|192.168.229.254|192.168.202.79|443|46119|0x00000019||||
48|Mar 16, 2012 08:30:00.010000000 EDT|eth:ethertype:vlan:ethertype:ip:tcp|70|0|32|192.168.202.79|192.168.229.251|50467|80|0x00000010||||
49|Mar 16, 2012 08:30:00.010000000 EDT|eth:ethertype:vlan:ethertype:ip:eigrp|78|||192.168.215.1|224.0.0.10|||||||
